,Title,Episode,Line
4897,Big x Time x Interview!,18,Hmm? A rather peculiar fight?
4898,Big x Time x Interview!,18,"First, I want to talk to each of the nine remaining applicants."
4899,Big x Time x Interview!,18,Pathetic...
4900,Big x Time x Interview!,18,I needed the two of you to do everything for me during \Nthe Fourth Phase.
4901,Big x Time x Interview!,18,I promise I'll return the favor.
4902,Big x Time x Interview!,18,So...
4903,Big x Time x Interview!,18,Thanks.
4904,Big x Time x Interview!,18,I have an announcement for all applicants.
4905,Big x Time x Interview!,18,The chairman wishes to interview \Nthe remaining candidates.
4906,Big x Time x Interview!,18,Interview?
4907,Big x Time x Interview!,18,"When your number is called, please come to the first reception room, \Non the second floor."
4908,Big x Time x Interview!,18,"Then we will start with #44, Hisoka-sama."
4909,Big x Time x Interview!,18,"Well, have a seat."
4910,Big x Time x Interview!,18,Don't tell me that this is \Nthe exam's Final Phase.
4911,Big x Time x Interview!,18,It may be related...
4912,Big x Time x Interview!,18,I'll just be asking a few questions \Nto satisfy my curiosity.
4913,Big x Time x Interview!,18,"First, why do you want to \Nbecome a Hunter?"
4914,Big x Time x Interview!,18,"I'm not particularly interested in \Nbecoming a Hunter, but..."
4915,Big x Time x Interview!,18,But?
4916,Big x Time x Interview!,18,A Hunter License can be very useful.
4917,Big x Time x Interview!,18,"Oh, any examples?"
4918,Big x Time x Interview!,18,"For example,"
4919,Big x Time x Interview!,18,Hunters usually can't be punished \Nwhen they kill someone.
4920,Big x Time x Interview!,18,I see.
4921,Big x Time x Interview!,18,Then I'll move on to the next question.
4922,Big x Time x Interview!,18,Which of the other eight applicants are you keeping an eye on?
4923,Big x Time x Interview!,18,#99.
4924,Big x Time x Interview!,18,Ah...
4925,Big x Time x Interview!,18,"#405 is also on my radar, but it's #99 I'm keeping an eye on."
4926,Big x Time x Interview!,18,I would love to take him on one day.
4927,Big x Time x Interview!,18,One last question.
4928,Big x Time x Interview!,18,Which of the other eight applicants \Nwould you least want to fight?
4929,Big x Time x Interview!,18,That would be #405.
4930,Big x Time x Interview!,18,Though #99 is also up there.
4931,Big x Time x Interview!,18,"If you're asking whom I least \Nwant to fight at this moment, my answer would be #405."
4932,Big x Time x Interview!,18,"Ah, I understand."
4933,Big x Time x Interview!,18,I should mention that the one I most \Nwant to fight at this moment is you.
4934,Big x Time x Interview!,18,"Yep, nice job."
4935,Big x Time x Interview!,18,You're excused.
4936,Big x Time x Interview!,18,That old man is too crafty...
4937,Big x Time x Interview!,18,"He left himself so undefended, \NI lost my edge."
4938,Big x Time x Interview!,18,I'm watching out for #404.
4939,Big x Time x Interview!,18,He looks to be the most \Nbalanced applicant left.
4940,Big x Time x Interview!,18,I definitely don't want to fight #44.
4941,Big x Time x Interview!,18,"To be honest, I doubt I can beat him."
4942,Big x Time x Interview!,18,Has to be Gon. \NSince we're the same age.
4943,Big x Time x Interview!,18,I don't want to fight #53.
4944,Big x Time x Interview!,18,I don't think it'd be a \Nvery interesting fight.
4945,Big x Time x Interview!,18,I've got my eye on #44.
4946,Big x Time x Interview!,18,He has real presence.
4947,Big x Time x Interview!,18,#405 and #99 are still children.
4948,Big x Time x Interview!,18,I couldn't bring myself to fight them.
4949,Big x Time x Interview!,18,#99.
4950,Big x Time x Interview!,18,#44.
4951,Big x Time x Interview!,18,Who am I watching out for?
4952,Big x Time x Interview!,18,"#44, Hisoka."
4953,Big x Time x Interview!,18,"A lot's happened, so I've \Nbeen watching him."
4954,Big x Time x Interview!,18,"I can't choose one out of \N#99, #403, and #404."
4955,Big x Time x Interview!,18,It has to be #44.
4956,Big x Time x Interview!,18,He's the most dangerous one here.
4957,Big x Time x Interview!,18,And #44 is the one I least want to fight.
4958,Big x Time x Interview!,18,"I'm watching #405 for positive reasons, and #44 for negative reasons."
4959,Big x Time x Interview!,18,"If I'm given ample reason, \NI'll fight anyone."
4960,Big x Time x Interview!,18,"If not, I would prefer not to fight anyone."
4961,Big x Time x Interview!,18,#405.
4962,Big x Time x Interview!,18,"I owe him, and I hope that \Nhe passes the exam."
4963,Big x Time x Interview!,18,So I'm hoping I don't have to fight #405.
4964,Big x Time x Interview!,18,"Hmm, the results were more lopsided \Nthan I was expecting."
4965,Big x Time x Interview!,18,Gon.
4966,Big x Time x Interview!,18,We've reached the Final Phase \Nof the exam.
4967,Big x Time x Interview!,18,Yeah.
4968,Big x Time x Interview!,18,Heart
4969,Big x Time x Interview!,18,"Yes, that's good."
4970,Big x Time x Interview!,18,Sorry to keep you waiting.
4971,Big x Time x Interview!,18,I've drawn up the bracket.
4972,Big x Time x Interview!,18,Huh?
4973,Big x Time x Interview!,18,What is this?
4974,Big x Time x Interview!,18,Ch-Chairman?
4975,Big x Time x Interview!,18,What?
4976,Big x Time x Interview!,18,Are you serious about this?
4977,Big x Time x Interview!,18,Dead serious.
4978,Big x Time x Interview!,18,He certainly has a serious expression.
4979,Big x Time x Interview!,18,Th-That's a serious expression?
4980,Big x Time x Interview!,18,Winning will make them Hunters.
4981,Big x Time x Interview!,18,Gon...
4982,Big x Time x Interview!,18,Hmm?
4983,Big x Time x Interview!,18,Did something happen during \Nthe Fourth Phase?
4984,Big x Time x Interview!,18,"When we met up, you were acting a little strange."
4985,Big x Time x Interview!,18,And you've been somewhat subdued since we left Zevil Island.
4986,Big x Time x Interview!,18,My target was Hisoka.
4987,Big x Time x Interview!,18,"I waited for the perfect chance \Nand stole his tag, but someone else was tailing me, and he got me with a poisoned dart."
4988,Big x Time x Interview!,18,"Soon after, Hisoka took back his tag from the person who got me, \Nand he left it with me."
4989,Big x Time x Interview!,18,He said that I owed him now.
4990,Big x Time x Interview!,18,Hisoka said that?
4991,Big x Time x Interview!,18,"I told him I didn't need his help, and he sent me flying."
4992,Big x Time x Interview!,18,"I'll only take it back when you're able to punch me \Nin the face, just like that."
4993,Big x Time x Interview!,18,I was so mad that I couldn't do anything against him...
4994,Big x Time x Interview!,18,"After that, I was pretty \Nmiserable and lonely."
4995,Big x Time x Interview!,18,"I felt so helpless,"
4996,Big x Time x Interview!,18,I wanted company...
4997,Big x Time x Interview!,18,"I wanted to help someone,"
4998,Big x Time x Interview!,18,I guess.
4999,Big x Time x Interview!,18,That's why I was looking for you two.
5000,Big x Time x Interview!,18,Gon.
5001,Big x Time x Interview!,18,Leorio and I have only been able to make it this far because of you.
5002,Big x Time x Interview!,18,We're truly grateful.
5003,Big x Time x Interview!,18,I'd also like to thank you.
5004,Big x Time x Interview!,18,Gon has deepened his bond \Nwith his friends.
5005,Big x Time x Interview!,18,And the nine remaining \Napplicants are about to begin the exam's Final Phase.
5006,Big x Time x Interview!,18,Next time: Can't Win x And x Can't Lose!
5007,Big x Time x Interview!,18,Then how am I supposed to win?
5008,Big x Time x Interview!,18,Just do it!
5009,Can't Win x And x Can't Lose!,19,Fearsome monsters... Exotic creatures...
5010,Can't Win x And x Can't Lose!,19,Vast riches... Hidden treasures...
5011,Can't Win x And x Can't Lose!,19,Evil enclaves... Unexplored lands...
5012,Can't Win x And x Can't Lose!,19,"The word ""unknown"" holds magic."
5013,Can't Win x And x Can't Lose!,19,And some incredible people are \Ndrawn to that magic.
5014,Can't Win x And x Can't Lose!,19,They are known...
5015,Can't Win x And x Can't Lose!,19,...as Hunters!
5016,Can't Win x And x Can't Lose!,19,What?
5017,Can't Win x And x Can't Lose!,19,Are you serious about this?
5018,Can't Win x And x Can't Lose!,19,Dead serious.
5019,Can't Win x And x Can't Lose!,19,Those who win will join \Nthe ranks of the Hunters.
5020,Can't Win x And x Can't Lose!,19,Can't Win x And x Can't Lose
5021,Can't Win x And x Can't Lose!,19,Nine applicants:
5022,Can't Win x And x Can't Lose!,19,"Gon, Killua, Kurapika,"
5023,Can't Win x And x Can't Lose!,19,"Leorio, Pokkle, Bodoro,"
5024,Can't Win x And x Can't Lose!,19,"Gittarackur, Hanzo, and Hisoka, head to the Final Phase, having passed \Nthe exam's Fourth Phase."
5025,Can't Win x And x Can't Lose!,19,"Well, gentlemen."
5026,Can't Win x And x Can't Lose!,19,Did you get plenty of rest?
5027,Can't Win x And x Can't Lose!,19,This hotel is owned by the \NHunter Exam Selection Committee.
5028,Can't Win x And x Can't Lose!,19,The place is all yours until the \Nbattles have concluded.
5029,Can't Win x And x Can't Lose!,19,"For the Final Phase, we will be \Nholding a one-on-one tournament."
5030,Can't Win x And x Can't Lose!,19,So only the last person standing passes?
5031,Can't Win x And x Can't Lose!,19,No.
5032,Can't Win x And x Can't Lose!,19,One win is all you need to pass.
5033,Can't Win x And x Can't Lose!,19,One win?
5034,Can't Win x And x Can't Lose!,19,"Then, in this tournament..."
5035,Can't Win x And x Can't Lose!,19,"The winners are removed from competition, while the losers continue up the bracket."
5036,Can't Win x And x Can't Lose!,19,"In other words, the person who \Nfinishes at the top will not pass."
5037,Can't Win x And x Can't Lose!,19,Does everyone understand now?
5038,Can't Win x And x Can't Lose!,19,So you're saying that only \None person will fail.
5039,Can't Win x And x Can't Lose!,19,Exactly.
5040,Can't Win x And x Can't Lose!,19,And here is the bracket.
5041,Can't Win x And x Can't Lose!,19,"Impressive, right?"
5042,Can't Win x And x Can't Lose!,19,"After all, everyone has at least \Ntwo chances to win."
5043,Can't Win x And x Can't Lose!,19,"But some people, like #294 and #405, get five chances."
5044,Can't Win x And x Can't Lose!,19,Why didn't you use a balanced bracket?
5045,Can't Win x And x Can't Lose!,19,A question that must be on everyone's mind.
5046,Can't Win x And x Can't Lose!,19,This bracket was assembled \Nbased on your performances throughout the entire exam.
5047,Can't Win x And x Can't Lose!,19,Those who performed better \Nreceived more chances.
5048,Can't Win x And x Can't Lose!,19,That doesn't sound right.
5049,Can't Win x And x Can't Lose!,19,Can you explain how you \Nscored our performances?
5050,Can't Win x And x Can't Lose!,19,No!
5051,Can't Win x And x Can't Lose!,19,Why not?
5052,Can't Win x And x Can't Lose!,19,Your scores are classified information.
5053,Can't Win x And x Can't Lose!,19,So I can't tell you everything.
5054,Can't Win x And x Can't Lose!,19,But I can explain our methods.
5055,Can't Win x And x Can't Lose!,19,"First, we consider three major criteria: physical strength, mental strength, and overall impression."
5056,Can't Win x And x Can't Lose!,19,"For physical strength, we use \Nan aggregate of agility, flexibility, endurance, and perception."
5057,Can't Win x And x Can't Lose!,19,"For mental strength, we use \Nan aggregate of resilience, adaptability, judgment, and creativity."
5058,Can't Win x And x Can't Lose!,19,"However, this information is only \Nused as a reference point."
5059,Can't Win x And x Can't Lose!,19,"After all, you were strong enough to advance to the Final Phase."
5060,Can't Win x And x Can't Lose!,19,"However, we are most concerned \Nwith your overall impression."
5061,Can't Win x And x Can't Lose!,19,This refers to any intangible factors not previously mentioned.
5062,Can't Win x And x Can't Lose!,19,You could consider this an evaluation of your potential as a Hunter.
5063,Can't Win x And x Can't Lose!,19,And we also incorporate the \Nopinions of your peers.
5064,Can't Win x And x Can't Lose!,19,That was our process.
5065,Can't Win x And x Can't Lose!,19,"Based on performance, \NI should be ranked higher..."
5066,Can't Win x And x Can't Lose!,19,Do I have less potential than Gon?
5067,Can't Win x And x Can't Lose!,19,The battle rules are quite simple.
5068,Can't Win x And x Can't Lose!,19,Weapons are allowed.
5069,Can't Win x And x Can't Lose!,19,No cheating.
5070,Can't Win x And x Can't Lose!,19,"If your opponent admits defeat, you win."
5071,Can't Win x And x Can't Lose!,19,However!
5072,Can't Win x And x Can't Lose!,19,"If you kill your opponent, you will be immediately disqualified."
5073,Can't Win x And x Can't Lose!,19,"All remaining applicants will pass, \Nand the exam will end."
5074,Can't Win x And x Can't Lose!,19,Are we clear?
5075,Can't Win x And x Can't Lose!,19,"Then, we shall begin the exam's Final Phase."
5076,Can't Win x And x Can't Lose!,19,The first match is Hanzo versus Gon.
5077,Can't Win x And x Can't Lose!,19,Please step forward.
5078,Can't Win x And x Can't Lose!,19,I will serve as the referee.
5079,Can't Win x And x Can't Lose!,19,My name is Masta.
5080,Can't Win x And x Can't Lose!,19,Best of luck.
5081,Can't Win x And x Can't Lose!,19,"Hey, good to see you again."
5082,Can't Win x And x Can't Lose!,19,You were tailing me during the Fourth Phase.
5083,Can't Win x And x Can't Lose!,19,You noticed?
5084,Can't Win x And x Can't Lose!,19,Naturally...
5085,Can't Win x And x Can't Lose!,19,I'm assuming that each applicant was \Nassigned an examiner for the Fourth Phase.
5086,Can't Win x And x Can't Lose!,19,"Well, I'm sure everyone else noticed."
5087,Can't Win x And x Can't Lose!,19,I had no idea.
5088,Can't Win x And x Can't Lose!,19,I obviously noticed.
5089,Can't Win x And x Can't Lose!,19,I thought it wasn't worth mentioning.
5090,Can't Win x And x Can't Lose!,19,Y-Yeah...
5091,Can't Win x And x Can't Lose!,19,How was I supposed to notice that?
5092,Can't Win x And x Can't Lose!,19,You have my thanks.
5093,Can't Win x And x Can't Lose!,19,My rank was higher because your \Nreports on me were accurate.
5094,Can't Win x And x Can't Lose!,19,Though the outcome was never in doubt!
5095,Can't Win x And x Can't Lose!,19,Y-Yes...
5096,Can't Win x And x Can't Lose!,19,"Moving on,"
5097,Can't Win x And x Can't Lose!,19,I have a question for you.
5098,Can't Win x And x Can't Lose!,19,What is it?
5099,Can't Win x And x Can't Lose!,19,"We only win if our opponent \Nsurrenders, correct?"
5100,Can't Win x And x Can't Lose!,19,It doesn't count if we knock them unconscious.
5101,Can't Win x And x Can't Lose!,19,"No TKOs allowed, either."
5102,Can't Win x And x Can't Lose!,19,"Yes, that is correct."
5103,Can't Win x And x Can't Lose!,19,I see.
5104,Can't Win x And x Can't Lose!,19,This one could be difficult...
5105,Can't Win x And x Can't Lose!,19,"He looks tough, but we should be even in terms of strength and speed."
5106,Can't Win x And x Can't Lose!,19,I can use my speed to keep on the \Nmove until I get an opening.
5107,Can't Win x And x Can't Lose!,19,"Now then, it's time to begin."
5108,Can't Win x And x Can't Lose!,19,"Get him, Gon!"
5109,Can't Win x And x Can't Lose!,19,How well can he do against Hanzo?
5110,Can't Win x And x Can't Lose!,19,Begin!
5111,Can't Win x And x Can't Lose!,19,Put some distance between us...
5112,Can't Win x And x Can't Lose!,19,You must be confident in your legs.
5113,Can't Win x And x Can't Lose!,19,You have my respect.
5114,Can't Win x And x Can't Lose!,19,You did well for a kid.
5115,Can't Win x And x Can't Lose!,19,Tsk.
5116,Can't Win x And x Can't Lose!,19,I could have easily dodged that attack.
5117,Can't Win x And x Can't Lose!,19,"Well, this would already be over \Nif it were a normal fight..."
5118,Can't Win x And x Can't Lose!,19,"Here, wake up."
5119,Can't Win x And x Can't Lose!,19,You must feel terrible.
5120,Can't Win x And x Can't Lose!,19,I hit you hard enough to make \Nyour brain bounce around.
5121,Can't Win x And x Can't Lose!,19,Do you understand? \NYou have no chance against me.
5122,Can't Win x And x Can't Lose!,19,Might as well give up now...
5123,Can't Win x And x Can't Lose!,19,No way...
5124,Can't Win x And x Can't Lose!,19,Think about it.
5125,Can't Win x And x Can't Lose!,19,"If you surrender now, you'll still be in \Ndecent shape for your next fight."
5126,Can't Win x And x Can't Lose!,19,There's no reason to be stubborn.
5127,Can't Win x And x Can't Lose!,19,Just surrender.
5128,Can't Win x And x Can't Lose!,19,Never gonna happen!
5129,Can't Win x And x Can't Lose!,19,Surrender.
5130,Can't Win x And x Can't Lose!,19,Gon! Don't be silly!
5131,Can't Win x And x Can't Lose!,19,You'll still have another chance!
5132,Can't Win x And x Can't Lose!,19,You should...
5133,Can't Win x And x Can't Lose!,19,Leorio!
5134,Can't Win x And x Can't Lose!,19,"If you were in Gon's position, \Nwould you surrender?"
5135,Can't Win x And x Can't Lose!,19,"Hell, no!"
5136,Can't Win x And x Can't Lose!,19,That guy thinks he's hot stuff...
5137,Can't Win x And x Can't Lose!,19,Gon feels the same way!
5138,Can't Win x And x Can't Lose!,19,I know! I know that...
5139,Can't Win x And x Can't Lose!,19,But there isn't any other choice!
5140,Can't Win x And x Can't Lose!,19,"You're contradicting yourself, but I understand how you feel!"
5141,Can't Win x And x Can't Lose!,19,"Yield this fight, Gon!"
5142,Can't Win x And x Can't Lose!,19,It's suicide!
5143,Can't Win x And x Can't Lose!,19,"Honestly, the chairman's nasty \Nstreak is in a class all its own."
5144,Can't Win x And x Can't Lose!,19,What do you mean?
5145,Can't Win x And x Can't Lose!,19,The applicants who've made it this far are unlikely to simply surrender.
5146,Can't Win x And x Can't Lose!,19,True.
5147,Can't Win x And x Can't Lose!,19,"This goes beyond a ""rather peculiar fight."""
5148,Can't Win x And x Can't Lose!,19,This system is just plain crazy.
5149,Can't Win x And x Can't Lose!,19,That kid's in danger.
5150,Can't Win x And x Can't Lose!,19,Hunter Vocabulary
5151,Can't Win x And x Can't Lose!,19,Hanzo
5152,Can't Win x And x Can't Lose!,19,It's been three hours.
5153,Can't Win x And x Can't Lose!,19,There's nothing left for him to vomit.
5154,Can't Win x And x Can't Lose!,19,Get up.
5155,Can't Win x And x Can't Lose!,19,"Enough, already..."
5156,Can't Win x And x Can't Lose!,19,I'm gonna kill you!
5157,Can't Win x And x Can't Lose!,19,I'll fight you in his place!
5158,Can't Win x And x Can't Lose!,19,"If you can't take it, leave."
5159,Can't Win x And x Can't Lose!,19,It's only going to get worse.
5160,Can't Win x And x Can't Lose!,19,What was that?!
5161,Can't Win x And x Can't Lose!,19,No one may interfere in a one-on-one match.
5162,Can't Win x And x Can't Lose!,19,"And if you step in, Gon will be \Nthe one disqualified!"
5163,Can't Win x And x Can't Lose!,19,It's okay...
5164,Can't Win x And x Can't Lose!,19,Leorio.
5165,Can't Win x And x Can't Lose!,19,This is... nothing...
5166,Can't Win x And x Can't Lose!,19,I-I can still fight...
5167,Can't Win x And x Can't Lose!,19,I'm going to break your arm.
5168,Can't Win x And x Can't Lose!,19,"I'm not joking around, so give up."
5169,Can't Win x And x Can't Lose!,19,Surrender.
5170,Can't Win x And x Can't Lose!,19,Never!
5171,Can't Win x And x Can't Lose!,19,He really broke his arm.
5172,Can't Win x And x Can't Lose!,19,There you go.
5173,Can't Win x And x Can't Lose!,19,You can't use your left arm anymore.
5174,Can't Win x And x Can't Lose!,19,"Kurapika, don't try to stop me."
5175,Can't Win x And x Can't Lose!,19,If that bastard does anything else to Gon...
5176,Can't Win x And x Can't Lose!,19,"Sorry, Gon, but I can't stop myself."
5177,Can't Win x And x Can't Lose!,19,Me?
5178,Can't Win x And x Can't Lose!,19,Stop you?
5179,Can't Win x And x Can't Lose!,19,Don't worry.
5180,Can't Win x And x Can't Lose!,19,There is no chance of that happening.
5181,Can't Win x And x Can't Lose!,19,"I'm sure you're in too much pain to listen, but hear me out."
5182,Can't Win x And x Can't Lose!,19,"I am descended from the shinobi, \Na clan of covert agents."
5183,Can't Win x And x Can't Lose!,19,"From the day I was born, I was forced to endure harsh training in order \Nto master the art of ninpo."
5184,Can't Win x And x Can't Lose!,19,"For eighteen years,"
5185,Can't Win x And x Can't Lose!,19,"I have trained my body and \Ntechnique, without rest."
5186,Can't Win x And x Can't Lose!,19,"By the time I was your age, \NI had already killed a man."
5187,Can't Win x And x Can't Lose!,19,"Heh, that's nothing to brag about."
5188,Can't Win x And x Can't Lose!,19,"At this point in time, \Nyou cannot defeat me in combat."
5189,Can't Win x And x Can't Lose!,19,I'm trying to be nice.
5190,Can't Win x And x Can't Lose!,19,Admit defeat—
5191,Can't Win x And x Can't Lose!,19,Ow...
5192,Can't Win x And x Can't Lose!,19,Damn it!
5193,Can't Win x And x Can't Lose!,19,"My head's cleared a bit, after all the \Npain and that long explanation."
5194,Can't Win x And x Can't Lose!,19,Yes!
5195,Can't Win x And x Can't Lose!,19,"Gon, go!"
5196,Can't Win x And x Can't Lose!,19,Kick him while he's down!
5197,Can't Win x And x Can't Lose!,19,"If you're eighteen, you're only \Nsix years older than I am."
5198,Can't Win x And x Can't Lose!,19,"Besides, this isn't a battle \Nto see who's stronger."
5199,Can't Win x And x Can't Lose!,19,It's to see who's willing to surrender first.
5200,Can't Win x And x Can't Lose!,19,I let you kick me on purpose.
5201,Can't Win x And x Can't Lose!,19,Liar!
5202,Can't Win x And x Can't Lose!,19,You don't understand...
5203,Can't Win x And x Can't Lose!,19,This isn't a warning.
5204,Can't Win x And x Can't Lose!,19,It's an ultimatum.
5205,Can't Win x And x Can't Lose!,19,Was it too hard for you to understand?
5206,Can't Win x And x Can't Lose!,19,Then I'll make it easier for you.
5207,Can't Win x And x Can't Lose!,19,"I'll cut off your legs, so that they can't be reattached."
5208,Can't Win x And x Can't Lose!,19,A permanent injury should \Nhelp to wake you up.
5209,Can't Win x And x Can't Lose!,19,"But first, I'll ask you once more."
5210,Can't Win x And x Can't Lose!,19,Surrender.
5211,Can't Win x And x Can't Lose!,19,I won't accept that!
5212,Can't Win x And x Can't Lose!,19,"I don't want my legs cut off, but I don't want to surrender."
5213,Can't Win x And x Can't Lose!,19,So let's find a different way to fight!
5214,Can't Win x And x Can't Lose!,19,Hey... Do you understand \Nyour own situation?!
5215,Can't Win x And x Can't Lose!,19,Excuse me.
5216,Can't Win x And x Can't Lose!,19,You don't get to make demands!
5217,Can't Win x And x Can't Lose!,19,Are you trying to insult me?!
5218,Can't Win x And x Can't Lose!,19,I'm seriously gonna cut off your legs!
5219,Can't Win x And x Can't Lose!,19,But I still will not surrender.
5220,Can't Win x And x Can't Lose!,19,"Besides, if you do that, \NI'll bleed to death."
5221,Can't Win x And x Can't Lose!,19,"He'll be disqualified if that happens, right?"
5222,Can't Win x And x Can't Lose!,19,"Oh, yes."
5223,Can't Win x And x Can't Lose!,19,See?
5224,Can't Win x And x Can't Lose!,19,Neither of us wants that to happen.
5225,Can't Win x And x Can't Lose!,19,So let's think of a better way.
5226,Can't Win x And x Can't Lose!,19,I think he's okay now.
5227,Can't Win x And x Can't Lose!,19,Gon's taken control.
5228,Can't Win x And x Can't Lose!,19,He's so self-centered...
5229,Can't Win x And x Can't Lose!,19,But he's succeeded in convincing \NHanzo and the rest of us.
5230,Can't Win x And x Can't Lose!,19,Honestly...
5231,Can't Win x And x Can't Lose!,19,What is this?
5232,Can't Win x And x Can't Lose!,19,The situation hasn't changed.
5233,Can't Win x And x Can't Lose!,19,Gon hasn't gotten stronger than his opponent.
5234,Can't Win x And x Can't Lose!,19,His arm is still broken!
5235,Can't Win x And x Can't Lose!,19,So why is the brutal \Natmosphere from before suddenly so much lighter?
5236,Can't Win x And x Can't Lose!,19,You really don't get it...
5237,Can't Win x And x Can't Lose!,19,"If you die, you'll never get another chance."
5238,Can't Win x And x Can't Lose!,19,"If I kill you here,"
5239,Can't Win x And x Can't Lose!,19,I need only try again next year.
5240,Can't Win x And x Can't Lose!,19,We are not on equal footing!
5241,Can't Win x And x Can't Lose!,19,"He's right, Gon."
5242,Can't Win x And x Can't Lose!,19,"You can try all you want \Nto talk your way out of this, but he's far stronger than you."
5243,Can't Win x And x Can't Lose!,19,That isn't something you can \Nneutralize on the spot.
5244,Can't Win x And x Can't Lose!,19,It all comes down to power.
5245,Can't Win x And x Can't Lose!,19,Why won't you concede? \NIt's easy to do.
5246,Can't Win x And x Can't Lose!,19,You can try again next year.
5247,Can't Win x And x Can't Lose!,19,You value your pride more \Nthan your own life?!
5248,Can't Win x And x Can't Lose!,19,You're really willing to die for your pride?!
5249,Can't Win x And x Can't Lose!,19,I'm going to find my dad.
5250,Can't Win x And x Can't Lose!,19,Your dad?
5251,Can't Win x And x Can't Lose!,19,My dad is a Hunter.
5252,Can't Win x And x Can't Lose!,19,So I'm going to become a Hunter \Nand find him!
5253,Can't Win x And x Can't Lose!,19,I believe that I'll find him one day...
5254,Can't Win x And x Can't Lose!,19,"But I have a feeling that if I give up now,"
5255,Can't Win x And x Can't Lose!,19,I'll never find him!
5256,Can't Win x And x Can't Lose!,19,So I won't surrender.
5257,Can't Win x And x Can't Lose!,19,"If you don't yield, you'll die..."
5258,Can't Win x And x Can't Lose!,19,He defies reason.
5259,Can't Win x And x Can't Lose!,19,I give up. You win.
5260,Can't Win x And x Can't Lose!,19,I can't kill you.
5261,Can't Win x And x Can't Lose!,19,But I can't think of a way \Nto make you surrender.
5262,Can't Win x And x Can't Lose!,19,I'll take this loss and take my \Nchances in the next battle!
5263,Can't Win x And x Can't Lose!,19,I can't accept that.
5264,Can't Win x And x Can't Lose!,19,That's not fair!
5265,Can't Win x And x Can't Lose!,19,We both have to think of \Na way to settle this fight!
5266,Can't Win x And x Can't Lose!,19,"Heh, I knew you would say that."
5267,Can't Win x And x Can't Lose!,19,You fool!
5268,Can't Win x And x Can't Lose!,19,"There's no point, because you'll \Nnever surrender!"
5269,Can't Win x And x Can't Lose!,19,But I don't want to win like this!
5270,Can't Win x And x Can't Lose!,19,What am I supposed to do?
5271,Can't Win x And x Can't Lose!,19,We can work together to figure it out!
5272,Can't Win x And x Can't Lose!,19,"In other words, I've already \Ngiven up on this match, but you want me to try to win again, while helping to determine a way to \Nmake you feel good about your victory!"
5273,Can't Win x And x Can't Lose!,19,Is that right?
5274,Can't Win x And x Can't Lose!,19,Uh-huh!
5275,Can't Win x And x Can't Lose!,19,You moron!
5276,Can't Win x And x Can't Lose!,19,"Hey, ref."
5277,Can't Win x And x Can't Lose!,19,I lose. Let's move on to the next match.
5278,Can't Win x And x Can't Lose!,19,Understood.
5279,Can't Win x And x Can't Lose!,19,But I want to tell the executive \Ncommittee something first.
5280,Can't Win x And x Can't Lose!,19,"When he wakes up, he'll probably refuse his passing judgment."
5281,Can't Win x And x Can't Lose!,19,"Because he's a stubborn boy, as we've seen."
5282,Can't Win x And x Can't Lose!,19,"Only one person will fail this round, right?"
5283,Can't Win x And x Can't Lose!,19,"If Gon fails, wouldn't that make the \Nrest of our fights meaningless?"
5284,Can't Win x And x Can't Lose!,19,"Gon's victory has been assured, \Nfollowing Hanzo's concession."
5285,Can't Win x And x Can't Lose!,19,"The Final Phase, to determine \Nthe single failing applicant, has only just begun."
5286,Can't Win x And x Can't Lose!,19,Next time: Baffling x Turn Of x Events!
5287,Can't Win x And x Can't Lose!,19,"They got Gon, too!"
5288,Baffling x Turn Of x Events!,20,Fearsome monsters... Exotic creatures...
5289,Baffling x Turn Of x Events!,20,Vast riches... Hidden treasures...
5290,Baffling x Turn Of x Events!,20,Evil enclaves... Unexplored lands...
5291,Baffling x Turn Of x Events!,20,"The word ""unknown"" holds magic."
5292,Baffling x Turn Of x Events!,20,And some incredible people are \Ndrawn to that magic.
5293,Baffling x Turn Of x Events!,20,They are known...
5294,Baffling x Turn Of x Events!,20,...as Hunters!
5295,Baffling x Turn Of x Events!,20,Baffling x Turn Of x Events
5296,Baffling x Turn Of x Events!,20,You're awake?
5297,Baffling x Turn Of x Events!,20,Where am I?
5298,Baffling x Turn Of x Events!,20,"A waiting room, next to the \Narena for the Final Phase."
5299,Baffling x Turn Of x Events!,20,Upsie-daisy...
5300,Baffling x Turn Of x Events!,20,Right. I was in the middle \Nof the Hunter Exam.
5301,Baffling x Turn Of x Events!,20,Your arm will heal quickly.
5302,Baffling x Turn Of x Events!,20,The break was very clean.
5303,Baffling x Turn Of x Events!,20,"In fact, once it heals, the bone \Nwill be stronger than before."
5304,Baffling x Turn Of x Events!,20,"In any case, congratulations on passing the exam."
5305,Baffling x Turn Of x Events!,20,"Satotz-san, I..."
5306,Baffling x Turn Of x Events!,20,You can't.
5307,Baffling x Turn Of x Events!,20,"Just as someone who has failed \Nthe exam can no longer pass, someone who has passed \Nthe exam can no longer fail."
5308,Baffling x Turn Of x Events!,20,The rest is up to you.
5309,Baffling x Turn Of x Events!,20,"If you feel you are unqualified to be a pro, you are free to destroy or \Nput away your license."
5310,Baffling x Turn Of x Events!,20,"You can even sell it, since no one else will be able to use it."
5311,Baffling x Turn Of x Events!,20,"However, a person who has passed the exam will \Nnot be allowed to take it again."
5312,Baffling x Turn Of x Events!,20,"Professional Hunters are treated well, largely due to our predecessors' efforts."
