,Title,Episode,Line
30137,Ikalgo x And x Lightning.,101,Your right hand is 18 points.
30138,Ikalgo x And x Lightning.,101,99 points...
30139,Ikalgo x And x Lightning.,101,"Hey, what's wrong?"
30140,Ikalgo x And x Lightning.,101,I can't hear your screams.
30141,Ikalgo x And x Lightning.,101,Are you already dead?
30142,Ikalgo x And x Lightning.,101,The game's only just begun.
30143,Ikalgo x And x Lightning.,101,Triple 6!
30144,Ikalgo x And x Lightning.,101,4!
30145,Ikalgo x And x Lightning.,101,13!
30146,Ikalgo x And x Lightning.,101,Bravo!
30147,Ikalgo x And x Lightning.,101,"Brother, that was magnificent."
30148,Ikalgo x And x Lightning.,101,You're on a roll.
30149,Ikalgo x And x Lightning.,101,Naturally...
30150,Ikalgo x And x Lightning.,101,Our lives are on the line...
30151,Ikalgo x And x Lightning.,101,This is how the Ortho siblings' power works.
30152,Ikalgo x And x Lightning.,101,Nen{\i0 which activates after it's affixed to the target.
30153,Ikalgo x And x Lightning.,101,That links the target to the dart \Nboard created by the brother.
30154,Ikalgo x And x Lightning.,101,"Until the game ends, no one \Ncan deactivate the badge, not even the Ortho Siblings."
30155,Ikalgo x And x Lightning.,101,"When the brother's darts hit the board, \Nthe target is attacked by needlefish."
30156,Ikalgo x And x Lightning.,101,There is no way to avoid this attack.
30157,Ikalgo x And x Lightning.,101,"That is because, until they've \Nhit the target's body, the needlefish do not exist."
30158,Ikalgo x And x Lightning.,101,"Thus, it is impossible to sense \Nthem coming or dodge them."
30159,Ikalgo x And x Lightning.,101,This is our unbeatable power...
30160,Ikalgo x And x Lightning.,101,Needlefish De Darts!
30161,Ikalgo x And x Lightning.,101,Death Games
30162,Ikalgo x And x Lightning.,101,Needlefish De Darts
30163,Ikalgo x And x Lightning.,101,"Of course, the siblings incur some risk."
30164,Ikalgo x And x Lightning.,101,"Once the badge activates, they are invincible."
30165,Ikalgo x And x Lightning.,101,"But if the brother misses the board with the \Nfinal dart that decides the game's outcome, all of the damage the target has taken will transfer to the siblings."
30166,Ikalgo x And x Lightning.,101,We are invincible. That is because...
30167,Ikalgo x And x Lightning.,101,We are bound by the \Nstrongest trust in the world.
30168,Ikalgo x And x Lightning.,101,It isn't over yet...
30169,Ikalgo x And x Lightning.,101,"Well, it seems the game's almost over."
30170,Ikalgo x And x Lightning.,101,Why don't you tell him that?
30171,Ikalgo x And x Lightning.,101,No need to be that nice.
30172,Ikalgo x And x Lightning.,101,"If he were pleading for his life, \Nit'd be easier for me to focus."
30173,Ikalgo x And x Lightning.,101,"Or if he were to give up \Nand beg me to kill him, or if he wanted to be a nihilistic hero \Nand said, ""Not a bad way to die."""
30174,Ikalgo x And x Lightning.,101,"Those would help motivate me, \Nas I toss my darts."
30175,Ikalgo x And x Lightning.,101,"But he'll just have to dread his impending \Ndeath, never knowing when it will end..."
30176,Ikalgo x And x Lightning.,101,Until he dies.
30177,Ikalgo x And x Lightning.,101,It's not...
30178,Ikalgo x And x Lightning.,101,It's not over yet!
30179,Ikalgo x And x Lightning.,101,Damn...
30180,Ikalgo x And x Lightning.,101,This looks pretty bad...
30181,Ikalgo x And x Lightning.,101,I've lost way too much blood.
30182,Ikalgo x And x Lightning.,101,"I could die here, so no point in saving what's left."
30183,Ikalgo x And x Lightning.,101,"Now, then."
30184,Ikalgo x And x Lightning.,101,It's my final turn.
30185,Ikalgo x And x Lightning.,101,Left ear.
30186,Ikalgo x And x Lightning.,101,That sure gave him a big earring.
30187,Ikalgo x And x Lightning.,101,Right calf!
30188,Ikalgo x And x Lightning.,101,"Okay, time for the last throw."
30189,Ikalgo x And x Lightning.,101,"My brother, I trust you."
30190,Ikalgo x And x Lightning.,101,I've got this.
30191,Ikalgo x And x Lightning.,101,See?
30192,Ikalgo x And x Lightning.,101,Bravo!
30193,Ikalgo x And x Lightning.,101,Yay!
30194,Ikalgo x And x Lightning.,101,Yay!
30195,Ikalgo x And x Lightning.,101,Yay!
30196,Ikalgo x And x Lightning.,101,You're the best in the world!
30197,Ikalgo x And x Lightning.,101,I'll go check his corpse.
30198,Ikalgo x And x Lightning.,101,I'll come with you.
30199,Ikalgo x And x Lightning.,101,We should share some of the \Nmeat with Coburn as a reward.
30200,Ikalgo x And x Lightning.,101,Aren't you gonna eat?
30201,Ikalgo x And x Lightning.,101,Can I ask you something?
30202,Ikalgo x And x Lightning.,101,What?
30203,Ikalgo x And x Lightning.,101,What made you decide to trust me?
30204,Ikalgo x And x Lightning.,101,It wasn't that I didn't trust you.
30205,Ikalgo x And x Lightning.,101,I just didn't know why you were following me.
30206,Ikalgo x And x Lightning.,101,And you swore that you weren't lying.
30207,Ikalgo x And x Lightning.,101,Huh?! That's it?
30208,Ikalgo x And x Lightning.,101,Isn't that enough?
30209,Ikalgo x And x Lightning.,101,"Hell, no!"
30210,Ikalgo x And x Lightning.,101,Liars make promises all the time!
30211,Ikalgo x And x Lightning.,101,A promise is the one thing \Nyou should never trust!
30212,Ikalgo x And x Lightning.,101,Then you were lying?
30213,Ikalgo x And x Lightning.,101,I'm different...
30214,Ikalgo x And x Lightning.,101,I don't lie!
30215,Ikalgo x And x Lightning.,101,I only tell the truth!
30216,Ikalgo x And x Lightning.,101,Then it's okay.
30217,Ikalgo x And x Lightning.,101,I think I'm starting to lose it.
30218,Ikalgo x And x Lightning.,101,"He's strong, but he's just a kid."
30219,Ikalgo x And x Lightning.,101,I'm putting my fate in the \Nhands of this clueless boy?
30220,Ikalgo x And x Lightning.,101,"Besides, if you're lying, that'll \Nactually make things easier for me."
30221,Ikalgo x And x Lightning.,101,Easier?
30222,Ikalgo x And x Lightning.,101,I won't have to show you any mercy.
30223,Ikalgo x And x Lightning.,101,I'll be free to destroy you.
30224,Ikalgo x And x Lightning.,101,The look... The look in the kid's eyes...
30225,Ikalgo x And x Lightning.,101,"Yes, this is why I had a hunch..."
30226,Ikalgo x And x Lightning.,101,There's something special about this kid.
30227,Ikalgo x And x Lightning.,101,I can't even tell how much \Npower he really has...
30228,Ikalgo x And x Lightning.,101,You hit him right in the forehead.
30229,Ikalgo x And x Lightning.,101,"Flutter-sama, we've taken out the target."
30230,Ikalgo x And x Lightning.,101,Really? That's excellent.
30231,Ikalgo x And x Lightning.,101,I will tell Leol-sama that a \Npromotion is in order.
30232,Ikalgo x And x Lightning.,101,Thank you very much.
30233,Ikalgo x And x Lightning.,101,Great!
30234,Ikalgo x And x Lightning.,101,We can be assistant squadron leaders now!
30235,Ikalgo x And x Lightning.,101,Yay!
30236,Ikalgo x And x Lightning.,101,Yay!
30237,Ikalgo x And x Lightning.,101,Yay!
30238,Ikalgo x And x Lightning.,101,H-How?
30239,Ikalgo x And x Lightning.,101,How can you be alive with a dart \Nsticking out of your brain?!
30240,Ikalgo x And x Lightning.,101,What?
30241,Ikalgo x And x Lightning.,101,It's a suction cup from an octopus.
30242,Ikalgo x And x Lightning.,101,No way.
30243,Ikalgo x And x Lightning.,101,How did you manage that trick?
30244,Ikalgo x And x Lightning.,101,"No, wait..."
30245,Ikalgo x And x Lightning.,101,My... My darts were perfect!
30246,Ikalgo x And x Lightning.,101,It's absolutely impossible to stop them!
30247,Ikalgo x And x Lightning.,101,"Yeah, I didn't stop it."
30248,Ikalgo x And x Lightning.,101,"I just grabbed it, the moment it materialized at my head."
30249,Ikalgo x And x Lightning.,101,"From what you were saying, I could tell you could hear my voice, \Nbut you couldn't see me."
30250,Ikalgo x And x Lightning.,101,I had plenty of time to switch out \Nthe needle for a suction cup.
30251,Ikalgo x And x Lightning.,101,H-Hold on...
30252,Ikalgo x And x Lightning.,101,No human has reflexes fast \Nenough to catch a dart!
30253,Ikalgo x And x Lightning.,101,"Well, it wouldn't have been possible had \NI not known where it would appear."
30254,Ikalgo x And x Lightning.,101,But I knew exactly where and \Nwhen the last dart would hit.
30255,Ikalgo x And x Lightning.,101,The final dart must hit the board's \Nouter ring per double out rules.
30256,Ikalgo x And x Lightning.,101,And you were playing an 01—501 game.
30257,Ikalgo x And x Lightning.,101,"You start with 501 points, \Nand the goal is to reach 0."
30258,Ikalgo x And x Lightning.,101,These rules are used in professional competition.
30259,Ikalgo x And x Lightning.,101,I n-never told you what rules I was using!
30260,Ikalgo x And x Lightning.,101,"As soon as I knew you were playing darts, \Nmy suspicions were confirmed."
30261,Ikalgo x And x Lightning.,101,Remember how your first dart hit double 4?
30262,Ikalgo x And x Lightning.,101,The game starts by hitting the board's outer ring.
30263,Ikalgo x And x Lightning.,101,A double in...
30264,Ikalgo x And x Lightning.,101,A sign that you were confident in your skill.
30265,Ikalgo x And x Lightning.,101,A skilled player would play by official rules.
30266,Ikalgo x And x Lightning.,101,Players with talent and confidence \Ntend to seek public recognition.
30267,Ikalgo x And x Lightning.,101,"After that, I just had to do the \Nmath and endure the pain."
30268,Ikalgo x And x Lightning.,101,"I subtracted your points from 501, and waited until your score was under 40."
30269,Ikalgo x And x Lightning.,101,"At that point,"
30270,Ikalgo x And x Lightning.,101,"I placed my hand in the 40-point area, my forehead."
30271,Ikalgo x And x Lightning.,101,That's all it took.
30272,Ikalgo x And x Lightning.,101,"To improve his reflexes, Killua changed \Nhis aura into electricity."
30273,Ikalgo x And x Lightning.,101,"When the dart touched his skin, the sensation did not travel from his skin to his brain \Nusing the nervous system."
30274,Ikalgo x And x Lightning.,101,"Nen{\i0 it sent a message directly to his \Nleft hand, to grab the dart."
30275,Ikalgo x And x Lightning.,101,Do you have some history with darts?
30276,Ikalgo x And x Lightning.,101,"At age six, I mastered the game."
30277,Ikalgo x And x Lightning.,101,"I've counted down from 1,440 points."
30278,Ikalgo x And x Lightning.,101,It was part of my early training.
30279,Ikalgo x And x Lightning.,101,It's your fault for getting cocky \Nand talking too much!
30280,Ikalgo x And x Lightning.,101,Or was I seven?
30281,Ikalgo x And x Lightning.,101,You're so stupid!
30282,Ikalgo x And x Lightning.,101,Guess it doesn't matter...
30283,Ikalgo x And x Lightning.,101,Pipe down! You just stood around and clapped!
30284,Ikalgo x And x Lightning.,101,I talked too long.
30285,Ikalgo x And x Lightning.,101,I need to hurry!
30286,Ikalgo x And x Lightning.,101,Huh?
30287,Ikalgo x And x Lightning.,101,What?
30288,Ikalgo x And x Lightning.,101,My body won't do what I tell it to...
30289,Ikalgo x And x Lightning.,101,"Wait, is this really happening?"
30290,Ikalgo x And x Lightning.,101,Wow...
30291,Ikalgo x And x Lightning.,101,All this is my blood?
30292,Ikalgo x And x Lightning.,101,It feels like I'm taking a warm bath.
30293,Ikalgo x And x Lightning.,101,"Wait, this isn't the time to think about that..."
30294,Ikalgo x And x Lightning.,101,I should get going.
30295,Ikalgo x And x Lightning.,101,Crap... Now I feel cold...
30296,Ikalgo x And x Lightning.,101,Damn...
30297,Ikalgo x And x Lightning.,101,And after that last fight gave me a hint... for improving my power.
30298,Ikalgo x And x Lightning.,101,Am I... going to die here?
30299,Ikalgo x And x Lightning.,101,Gon... Sorry...
30300,Ikalgo x And x Lightning.,101,I wasn't any... help...
30301,Ikalgo x And x Lightning.,101,Octopus...
30302,Ikalgo x And x Lightning.,101,Don't call me an octopus!
30303,Ikalgo x And x Lightning.,101,What are you doing?
30304,Ikalgo x And x Lightning.,101,Isn't that obvious?
30305,Ikalgo x And x Lightning.,101,I'm turning traitor.
30306,Ikalgo x And x Lightning.,101,"Lame, huh?"
30307,Ikalgo x And x Lightning.,101,Now stop talking.
30308,Ikalgo x And x Lightning.,101,I know a secret doctor.
30309,Ikalgo x And x Lightning.,101,It won't take long by underground waterway.
30310,Ikalgo x And x Lightning.,101,Don't die before we get there!
30311,Ikalgo x And x Lightning.,101,Are you an idiot?
30312,Ikalgo x And x Lightning.,101,I spared... your life...
30313,Ikalgo x And x Lightning.,101,Now they'll be hunting you...
30314,Ikalgo x And x Lightning.,101,I know that!
30315,Ikalgo x And x Lightning.,101,Don't ask me why I'm doing this.
30316,Ikalgo x And x Lightning.,101,But you know...
30317,Ikalgo x And x Lightning.,101,"After you told me, an octopus, \Nthat I was a cool guy..."
30318,Ikalgo x And x Lightning.,101,After you said we could be friends...
30319,Ikalgo x And x Lightning.,101,I couldn't let you die!
30320,Ikalgo x And x Lightning.,101,I'm gonna save you!
30321,Ikalgo x And x Lightning.,101,Don't die on me!
30322,Ikalgo x And x Lightning.,101,Next time: Power x And x Games.
30323,Ikalgo x And x Lightning.,101,"If you smoke, your teeth will turn black."
30324,Ikalgo x And x Lightning.,101,"I'm a chameleon, so I don't have teeth!"
30325,Power x And x Games.,102,But you know...
30326,Power x And x Games.,102,"After you told me, an octopus, \Nthat I was a cool guy..."
30327,Power x And x Games.,102,After you said we could be friends...
30328,Power x And x Games.,102,I couldn't let you die!
30329,Power x And x Games.,102,I'm gonna save you!
30330,Power x And x Games.,102,Don't die on me!
30331,Power x And x Games.,102,Power x And x Games
30332,Power x And x Games.,102,"While Killua was being rescued \Nby the Chimera Ant Ikalgo, his supposed enemy,"
30333,Power x And x Games.,102,"Gon, too, was forming a bond with \Na Chimera Ant called Meleoron."
30334,Power x And x Games.,102,You should stop smoking.
30335,Power x And x Games.,102,"If the smoke sticks to you, people can smell you coming, and it'll \Nwaste your ability to become invisible."
30336,Power x And x Games.,102,I appreciate the warning.
30337,Power x And x Games.,102,"But honestly, that doesn't matter."
30338,Power x And x Games.,102,"While my invisibility is a sort of calling card, my real power is on an entirely different level."
30339,Power x And x Games.,102,Just watch.
30340,Power x And x Games.,102,Huh?! He vanished in an instant...
30341,Power x And x Games.,102,I can't sense him at all.
30342,Power x And x Games.,102,Only the smell of cigarettes.
30343,Power x And x Games.,102,He's gone...
30344,Power x And x Games.,102,This isn't mere invisibility.
30345,Power x And x Games.,102,"Does he also have the ability to change locations instantly, \Nwithout making any sound?"
30346,Power x And x Games.,102,That isn't possible!
30347,Power x And x Games.,102,How did he do it?!
30348,Power x And x Games.,102,Where'd you come from?
30349,Power x And x Games.,102,I've been here the entire time.
30350,Power x And x Games.,102,Huh?
30351,Power x And x Games.,102,My second ability is Perfect Plan.
30352,Power x And x Games.,102,God's Alibi\NPerfect Plan
30353,Power x And x Games.,102,"When I hold my breath, no one can sense my existence."
30354,Power x And x Games.,102,You were even touching me...
30355,Power x And x Games.,102,But your mind didn't realize it.
30356,Power x And x Games.,102,Eh? I touched you?
30357,Power x And x Games.,102,You know how some people are easily overlooked?
30358,Power x And x Games.,102,"When you go to a restaurant in a group, there's always one person that the \Nwaitress forgets to bring water."
30359,Power x And x Games.,102,This is an extreme version.
30360,Power x And x Games.,102,"I'm right here, but no one notices me."
30361,Power x And x Games.,102,Oh...
30362,Power x And x Games.,102,I use my other ability to turn invisible to cover this one so no one can learn about it.
30363,Power x And x Games.,102,"For the record, you and I are \Nthe only ones in the world who know this."
30364,Power x And x Games.,102,Why tell me something so important?
30365,Power x And x Games.,102,"Well, it's to build trust."
30366,Power x And x Games.,102,Since I'm the one who has to take a risk...
30367,Power x And x Games.,102,"If I can't convince you to trust me, \Nwe can't start anything."
30368,Power x And x Games.,102,"You mean, what you said about \Nme being a valuable partner?"
30369,Power x And x Games.,102,"Yeah, but that's for later."
30370,Power x And x Games.,102,"Like I said, we have to trust each other first."
30371,Power x And x Games.,102,"Once you've agreed to be my \Npartner, I'll tell you more."
30372,Power x And x Games.,102,"Okay, I'll be your partner."
30373,Power x And x Games.,102,That was fast!
30374,Power x And x Games.,102,"You don't know how to bargain, kid."
30375,Power x And x Games.,102,Don't be so trusting of me!
30376,Power x And x Games.,102,Suspect everyone!
30377,Power x And x Games.,102,"Until you've done due diligence, \Ndon't trust anyone!"
30378,Power x And x Games.,102,Huh?
30379,Power x And x Games.,102,"I said it's okay, so why are \Nyou being so difficult?"
30380,Power x And x Games.,102,Can you even make this decision on your own?!
30381,Power x And x Games.,102,What about your buddy?
30382,Power x And x Games.,102,He'll have a fit when he hears you teamed up with \Na suspicious-looking monster...
30383,Power x And x Games.,102,And why am I insulting myself?
30384,Power x And x Games.,102,I didn't choose to be this way!
30385,Power x And x Games.,102,He talks a lot...
30386,Power x And x Games.,102,Whatever.
30387,Power x And x Games.,102,Even a friend of twenty years \Ncould stab you in the back.
30388,Power x And x Games.,102,Time is no measure of trust!
30389,Power x And x Games.,102,"Say, ""Ho""!"
30390,Power x And x Games.,102,You're no fun...
30391,Power x And x Games.,102,We can never be friends.
30392,Power x And x Games.,102,I feel the same way...
30393,Power x And x Games.,102,"Then, are you sure about this?"
30394,Power x And x Games.,102,About what?
30395,Power x And x Games.,102,About teaming up with me.
30396,Power x And x Games.,102,Won't your buddy object?
30397,Power x And x Games.,102,Most likely.
30398,Power x And x Games.,102,Because he tends to be cautious \Nand to question everything.
30399,Power x And x Games.,102,"This won't work, then."
30400,Power x And x Games.,102,The deal's dead in the water.
30401,Power x And x Games.,102,"But if I insist on having my way, it'll be fine."
30402,Power x And x Games.,102,"Killua won't like it, but he'll give in."
30403,Power x And x Games.,102,Really... He must have a hard time.
30404,Power x And x Games.,102,"Well, whatever. \NIf you say it's okay, I'll trust you."
30405,Power x And x Games.,102,So let's get to business.
30406,Power x And x Games.,102,Yeah.
30407,Power x And x Games.,102,I want to defeat the King.
30408,Power x And x Games.,102,Want to know why?
30409,Power x And x Games.,102,"Yeah, of course."
30410,Power x And x Games.,102,That's what I've been waiting for...
30411,Power x And x Games.,102,Revenge.
30412,Power x And x Games.,102,"Right now, I can't tell you \Nwhy I want revenge..."
30413,Power x And x Games.,102,Okay.
30414,Power x And x Games.,102,"I'd like to know, but I'll wait."
30415,Power x And x Games.,102,That's probably what he wants to hear...
30416,Power x And x Games.,102,"If you're that curious, I'll tell you."
30417,Power x And x Games.,102,You'll tell me now?!
30418,Power x And x Games.,102,Just kidding!
30419,Power x And x Games.,102,"Beg all you want, but I won't tell you now."
30420,Power x And x Games.,102,I didn't beg you for anything.
30421,Power x And x Games.,102,The King killed someone I owed my life to.
30422,Power x And x Games.,102,His name was Peggy.
30423,Power x And x Games.,102,I saw the King behead him right before my eyes.
30424,Power x And x Games.,102,"But at the time, I didn't realize \Nwhat had happened."
30425,Power x And x Games.,102,Huh? Why not?
30426,Power x And x Games.,102,"You saw it happen, didn't you?"
30427,Power x And x Games.,102,Because I'd forgotten that Peggy was the one who raised me.
30428,Power x And x Games.,102,"A little while ago, I began to recover my \Nmemories from when I was human."
30429,Power x And x Games.,102,I haven't remembered everything.
30430,Power x And x Games.,102,"No, I should rephrase that..."
30431,Power x And x Games.,102,I've only remembered a few things.
30432,Power x And x Games.,102,"The names of my parents, my name, \Nepisodes from my childhood."
30433,Power x And x Games.,102,Peggy was the name of the \NChimera Ant the King killed.
30434,Power x And x Games.,102,That was also my foster father's human name.
30435,Power x And x Games.,102,"He was into education, and always \Ncarried thick books around."
30436,Power x And x Games.,102,"In both life and death, he never \Nparted with his books about NGL."
30437,Power x And x Games.,102,Then you all have memories \Nfrom when you were human?
30438,Power x And x Games.,102,I don't know if we're all the same.
30439,Power x And x Games.,102,Some Chimera Ants are clearly feral in nature.
30440,Power x And x Games.,102,"With others, there's no \Ntelling what they're thinking."
30441,Power x And x Games.,102,But I think I understand now.
30442,Power x And x Games.,102,"This is why, when we first met, \NI was willing to trust you."
30443,Power x And x Games.,102,You're very human.
30444,Power x And x Games.,102,More human than any other \NChimera Ant I've met.
30445,Power x And x Games.,102,"In fact, I'd say you're still human."
30446,Power x And x Games.,102,"Really? When I met you, \NI had the opposite reaction."
30447,Power x And x Games.,102,Huh?
30448,Power x And x Games.,102,I could sense a vicious beast inside you.
30449,Power x And x Games.,102,That's why I wanted to team up.
30450,Power x And x Games.,102,There's no limit to what you'll do.
30451,Power x And x Games.,102,"All right... Now, let's get down to business."
30452,Power x And x Games.,102,"But first, could you tell me your name?"
30453,Power x And x Games.,102,I'm Gon... Gon Freecss.
30454,Power x And x Games.,102,I actually have one more ability.
30455,Power x And x Games.,102,And the condition for its \Nactivation has been met.
30456,Power x And x Games.,102,Time to show you my third power!
30457,Power x And x Games.,102,Activate!
30458,Power x And x Games.,102,It isn't flying away...
30459,Power x And x Games.,102,"Does that mean I was using Perfect Plan, too?"
30460,Power x And x Games.,102,Exactly.
30461,Power x And x Games.,102,"This is my third power, God's Accomplice."
30462,Power x And x Games.,102,"While Perfect Plan is active, it allows \Nanyone I touch to use it, as well."
30463,Power x And x Games.,102,Do you understand how powerful \Nthis technique is now?
30464,Power x And x Games.,102,This power will let us approach \Nand attack the enemy... without their knowledge.
30465,Power x And x Games.,102,The King's strength doesn't matter...
30466,Power x And x Games.,102,"If we can sneak up and use a powerful \Nattack when his guard is lowered, we'll win."
30467,Power x And x Games.,102,"Hey, Gon..."
30468,Power x And x Games.,102,You're the partner I've been looking for.
30469,Power x And x Games.,102,The perfect guy to smack the King with the strongest attack this world's ever seen!
30470,Power x And x Games.,102,I was watching when you used that rock-paper-scissors thing.
30471,Power x And x Games.,102,Those were my soldiers.
30472,Power x And x Games.,102,"I sent them to attack, so I could \Nmeasure your strength, but they..."
30473,Power x And x Games.,102,"Ah, no need to feel bad..."
30474,Power x And x Games.,102,They were killing for sport when \NI wasn't paying attention.
30475,Power x And x Games.,102,"They're no longer my soldiers, or even my allies."
30476,Power x And x Games.,102,"Well, from their perspective, \NI'm the one who's changed."
30477,Power x And x Games.,102,What you said about being your partner...
30478,Power x And x Games.,102,There's someone who'd be better than me.
30479,Power x And x Games.,102,You know someone?
30480,Power x And x Games.,102,Yep.
30481,Power x And x Games.,102,I'll contact him.
30482,Power x And x Games.,102,Hold on.
30483,Power x And x Games.,102,I trust you.
30484,Power x And x Games.,102,"And even if you end up turning on me, \NI won't blame you or regret my decision."
30485,Power x And x Games.,102,"Because I watched you, spoke to you, \Nand decided to trust you."
30486,Power x And x Games.,102,But I'm not about to trust others \Njust because you trust them.
30487,Power x And x Games.,102,Do you understand?
30488,Power x And x Games.,102,"I get your point, but..."
30489,Power x And x Games.,102,My life is on the line here.
30490,Power x And x Games.,102,Listen to me.
30491,Power x And x Games.,102,Perfect Plan is not invincible.
30492,Power x And x Games.,102,"In fact, it's highly vulnerable."
30493,Power x And x Games.,102,"I can make people ignore my existence, but I'm still right there in the same place.\NThey just don't notice me."
30494,Power x And x Games.,102,So their attacks can still hit me.
30495,Power x And x Games.,102,"Knowing there's a person around with \Nmy ability, what would someone do?"
30496,Power x And x Games.,102,They'd launch attacks in every direction.
30497,Power x And x Games.,102,"Oh, you're right..."
30498,Power x And x Games.,102,"If one of those attacks hits me, \Neven by dumb luck, I'm done for."
30499,Power x And x Games.,102,"I hate to admit it, but when it comes to combat, \NI'm the weakest Chimera Ant around."
30500,Power x And x Games.,102,I'm on the same level as foot soldiers.
30501,Power x And x Games.,102,Forget the King...
30502,Power x And x Games.,102,I couldn't even survive a punch \Nfrom a Squadron Leader.
30503,Power x And x Games.,102,En{\i0
30504,Power x And x Games.,102,"It's been tested, so the other \NSquadron Leaders know this, too."
30505,Power x And x Games.,102,I need my enemies to believe \Nmy power to be weak.
30506,Power x And x Games.,102,En{\i0
30507,Power x And x Games.,102,This ability is only invincible \Nif no one knows about it.
30508,Power x And x Games.,102,Enough explaining...
30509,Power x And x Games.,102,My point is that I don't want to \Nreveal my power to any others!
30510,Power x And x Games.,102,Not even if it's someone you trust.
30511,Power x And x Games.,102,"You can see for yourself, then."
30512,Power x And x Games.,102,I'll call him out here without mentioning you.
30513,Power x And x Games.,102,W-Wait...
30514,Power x And x Games.,102,You can watch from a distance.
30515,Power x And x Games.,102,Hello—
30516,Power x And x Games.,102,"Yo! I've been waiting, fool!"
30517,Power x And x Games.,102,You pulled a fast one! Where are you?
30518,Power x And x Games.,102,I've got lots of questions for you.
30519,Power x And x Games.,102,"Because of you kids, the boss \Nhad to make a move..."
30520,Power x And x Games.,102,"The plan's been derailed, \Nbut I support what you're doing."
30521,Power x And x Games.,102,Letting five million die isn't right.
30522,Power x And x Games.,102,The boss used his power to surround the capital.
30523,Power x And x Games.,102,Really?
30524,Power x And x Games.,102,That should make it harder for Neferpitou \Nto control puppets remotely.
30525,Power x And x Games.,102,"In other words, they can't perform \Nthe selection from a distance."
30526,Power x And x Games.,102,Right.
30527,Power x And x Games.,102,But the boss and Knov-san will be expending \Nall their energy to delay Neferpitou.
30528,Power x And x Games.,102,"Which means, when the operation starts, they won't be in any condition to \Ntake on any of the Royal Guard."
30529,Power x And x Games.,102,We expect more citizens to gather \Nin the capital for the celebration.
30530,Power x And x Games.,102,There may be a massacre yet.
30531,Power x And x Games.,102,The situation's still grim...
30532,Power x And x Games.,102,We can no longer contact the Chairman.
30533,Power x And x Games.,102,"He's holed up somewhere until the last \Npossible minute, preparing for the final battle."
30534,Power x And x Games.,102,We four need to make a decision.
30535,Power x And x Games.,102,"Do we summon reinforcements, or do we \Nface the three Royal Guards by ourselves?"
30536,Power x And x Games.,102,I'd like to know Killua's opinion.
30537,Power x And x Games.,102,He isn't here.
30538,Power x And x Games.,102,What? You split up?
30539,Power x And x Games.,102,I get it... He's been disrupting things alone.
30540,Power x And x Games.,102,Can you call him real quick?
30541,Power x And x Games.,102,No luck. He isn't picking up...
30542,Power x And x Games.,102,I think his is off.
30543,Power x And x Games.,102,"Really? Well, keep trying."
30544,Power x And x Games.,102,"We should meet up, the sooner the better."
30545,Power x And x Games.,102,Yeah.
30546,Power x And x Games.,102,Let's find a halfway point to meet.
30547,Power x And x Games.,102,Here... Mandai City.
30548,Power x And x Games.,102,"Okay, got it."
30549,Power x And x Games.,102,Checkmate.
30550,Power x And x Games.,102,You're done.
30551,Power x And x Games.,102,Why didn't you resign?
30552,Power x And x Games.,102,Don't make me repeat myself.
30553,Power x And x Games.,102,The match ended twenty-two moves ago.
30554,Power x And x Games.,102,Why did you not resign then?
30555,Power x And x Games.,102,Did you believe I would make a mistake?
30556,Power x And x Games.,102,Idiot.
30557,Power x And x Games.,102,"Next, we have the national Go champion."
30558,Power x And x Games.,102,Give me the rulebook.
30559,Power x And x Games.,102,"It may look simple at first, \Nbut it is a complex game."
30560,Power x And x Games.,102,It may take more time to learn than shogi.
30561,Power x And x Games.,102,Please let me leave!
30562,Power x And x Games.,102,What do you want?
30563,Power x And x Games.,102,Someone! Help me!
30564,Power x And x Games.,102,My glasses...
30565,Power x And x Games.,102,Silence.
30566,Power x And x Games.,102,You are in the King's presence.
30567,Power x And x Games.,102,The choice is yours.
30568,Power x And x Games.,102,Sit across from me now.
30569,Power x And x Games.,102,Or die.
30570,Power x And x Games.,102,5.5 points.
30571,Power x And x Games.,102,The King wins.
30572,Power x And x Games.,102,I-It only took him ten games?
30573,Power x And x Games.,102,I'm t-tired!
30574,Power x And x Games.,102,It's the only explanation for that loss!
30575,Power x And x Games.,102,And I think I have a fever.
30576,Power x And x Games.,102,I'm short on sleep.
30577,Power x And x Games.,102,And I feel dizzy...
30578,Power x And x Games.,102,I'll give you eight hours.
30579,Power x And x Games.,102,And any medicine you need.
30580,Power x And x Games.,102,I expect you to be in top condition.
30581,Power x And x Games.,102,"Should you lose again, I won't \Nbe interested in excuses."
30582,Power x And x Games.,102,Rest as if your life depends on it.
30583,Power x And x Games.,102,I'm impressed by how quickly \Nyou learn these games.
30584,Power x And x Games.,102,I can't believe it took less than half \Nthe time you spent mastering shogi.
30585,Power x And x Games.,102,It's all about learning the feel.
30586,Power x And x Games.,102,"Chess, Go, shogi..."
30587,Power x And x Games.,102,"They have different rules, but all three have a certain rhythm to their moves."
30588,Power x And x Games.,102,That means disrupting your \Nopponent's rhythm is crucial.
30589,Power x And x Games.,102,"Once you've learned the openings, \Nyou can deduce your opponent's rhythm."
30590,Power x And x Games.,102,"Once you know their rhythm, \Nyou need only disrupt it."
30591,Power x And x Games.,102,A psychological principle that \Nwould apply to any contest.
30592,Power x And x Games.,102,"If you've already reached that conclusion, \NI don't see the benefit of playing more games."
30593,Power x And x Games.,102,I believe they will only bore you.
